order_id,order_date,customer_id,city,product_name,category,quantity,unit_price,revenue,payment_method
45,2024-01-21,81,Rwamagana,PreWorkout X,Pre-Workout,1,31452,31452,Bank Transfer
46,2024-11-24,224,Rwamagana,Whey Protein,Whey,2,19516,39032,Mobile Money
47,2024-06-15,115,Rubavu,Optimum Nutrition Creatine,Creatine,2,12396,24792,Mobile Money
48,2024-09-30,40,Musanze,Optimum Nutrition Creatine,Creatine,2,11591,23182,Bank Transfer
49,2024-03-29,347,Rwamagana,PreWorkout X,Pre-Workout,2,16183,32366,Mobile Money
50,2024-11-11,262,Rwamagana,PreWorkout X,Pre-Workout,1,11312,11312,Card
51,2024-01-14,336,Rwamagana,Vitamins Complex,Vitamins,4,17314,69256,Bank Transfer
52,2024-08-29,353,Rubavu,Vitamins Complex,Vitamins,4,12139,48556,Cash
53,2024-09-21,269,Rubavu,Creatine Monohydrate,Creatine,0,28088,0,Mobile Money
54,2024-12-11,345,Kigali,Vitamins Complex,Vitamins,3,28988,86964,Cash
55,2024-02-22,356,Rwamagana,PreWorkout X,Pre-Workout,1,23481,23481,Cash
56,2024-12-05,188,Kigali,Energy Extreme,Energy,3,13738,41214,Mobile Money
57,2024-04-01,45,Huye,Vitamins Complex,Vitamins,3,26106,78318,Card
58,2024-09-20,31,Rwamagana,Vitamins Complex,Vitamins,2,12808,25616,Mobile Money
59,2024-02-04,394,Rwamagana,Whey Protein,Whey,3,22713,68139,Card
60,2024-07-24,158,Huye,Optimum Nutrition Creatine,Creatine,4,32890,131560,Bank Transfer
61,2024-03-21,82,Rwamagana,Whey Protein,Whey,3,13998,41994,Mobile Money
62,2024-02-19,77,Huye,Creatine Monohydrate,Creatine,4,26077,104308,Card
63,2024-12-25,224,Kigali,Energy Extreme,Energy,1,10294,10294,Bank Transfer
64,2024-01-02,113,Rwamagana,Creatine Monohydrate,Creatine,1,19882,19882,Bank Transfer
65,2024-02-23,360,Kigali,Optimum Nutrition Creatine,Creatine,1,12064,12064,Cash
66,2024-04-15,188,Rwamagana,Creatine Monohydrate,Creatine,3,17009,51027,Card
67,2024-09-16,326,Rubavu,PreWorkout X,Pre-Workout,4,11007,44028,Mobile Money
68,2024-11-05,74,Huye,Energy Extreme,Energy,3,24749,74247,Mobile Money
69,2024-07-09,319,Rwamagana,Energy Extreme,Energy,1,19439,19439,Bank Transfer
70,2024-08-05,335,Musanze,Creatine Monohydrate,Creatine,4,10571,42284,Bank Transfer
71,2024-02-13,278,Musanze,Whey Protein,Whey,2,15084,30168,Bank Transfer
72,2024-06-10,352,Musanze,Optimum Nutrition Creatine,Creatine,4,17059,68236,Card
73,2024-07-20,324,Kigali,PreWorkout X,Pre-Workout,4,27649,110596,Card
74,2024-09-26,17,Kigali,Whey Protein,Whey,3,24527,73581,Cash
75,2024-12-16,374,Musanze,PreWorkout X,Pre-Workout,4,18073,72292,Card
76,2024-10-30,120,Kigali,Energy Extreme,Energy,1,34597,34597,Bank Transfer
77,2024-09-27,306,Rwamagana,Vitamins Complex,Vitamins,3,32737,98211,Bank Transfer
78,2024-08-02,175,Musanze,Whey Protein,Whey,2,14799,29598,Mobile Money
79,2024-09-08,164,Huye,Energy Extreme,Energy,1,31195,31195,Bank Transfer
80,2024-07-08,381,Musanze,Vitamins Complex,Vitamins,3,31730,95190,Mobile Money
81,2024-10-22,29,Rwamagana,Creatine Monohydrate,Creatine,4,31510,126040,Card
82,2024-07-31,134,Kigali,PreWorkout X,Pre-Workout,3,21296,63888,Mobile Money
83,2024-07-26,58,Huye,Creatine Monohydrate,Creatine,3,24414,73242,Mobile Money
84,2024-08-24,226,Kigali,Creatine Monohydrate,Creatine,0,21801,0,Bank Transfer
85,2024-12-03,99,Rwamagana,PreWorkout X,Pre-Workout,1,24288,24288,Cash
86,2024-02-22,271,Rwamagana,Energy Extreme,Energy,1,26422,26422,Cash
87,2024-10-06,157,Kigali,PreWorkout X,Pre-Workout,0,12844,0,Card
88,2024-08-04,288,Musanze,Whey Protein,Whey,3,33411,100233,Mobile Money
89,2024-09-08,84,Rubavu,PreWorkout X,Pre-Workout,2,23998,47996,Card
90,2024-07-06,27,Huye,PreWorkout X,Pre-Workout,2,21722,43444,Bank Transfer
91,2024-02-10,382,Rubavu,Vitamins Complex,Vitamins,3,29280,87840,Card
92,2024-06-05,21,Huye,PreWorkout X,Pre-Workout,4,10988,43952,Cash
93,2024-01-15,357,Rubavu,Optimum Nutrition Creatine,Creatine,3,26335,79005,Bank Transfer
94,2024-10-27,262,Huye,Energy Extreme,Energy,3,30563,91689,Bank Transfer
95,2024-03-05,257,Musanze,Whey Protein,Whey,3,15626,46878,Mobile Money
96,2024-12-10,15,Kigali,Optimum Nutrition Creatine,Creatine,2,22155,44310,Card
97,2024-11-22,163,Rwamagana,Whey Protein,Whey,2,11980,23960,Bank Transfer
98,2024-01-09,281,Kigali,Creatine Monohydrate,Creatine,4,29440,117760,Card
99,2024-12-09,274,Rwamagana,Whey Protein,Whey,4,25883,103532,Bank Transfer
100,2024-05-08,208,Rubavu,Creatine Monohydrate,Creatine,3,33019,99057,Mobile Money
101,2024-05-15,60,Musanze,Energy Extreme,Energy,3,11607,34821,Cash
102,2024-03-03,145,Rubavu,Optimum Nutrition Creatine,Creatine,2,27368,54736,Mobile Money
103,2024-05-18,8,Rwamagana,Energy Extreme,Energy,1,13380,13380,Bank Transfer
104,2024-03-21,174,Huye,Whey Protein,Whey,3,27434,82302,Card
105,2024-06-11,387,Musanze,PreWorkout X,Pre-Workout,2,16342,32684,Cash
106,2024-10-15,181,Rubavu,Optimum Nutrition Creatine,Creatine,1,27343,27343,Cash
107,2024-09-17,378,Musanze,PreWorkout X,Pre-Workout,4,22091,88364,Cash
108,2024-08-18,46,Musanze,Vitamins Complex,Vitamins,3,25251,75753,Card
109,2024-02-10,222,Huye,Optimum Nutrition Creatine,Creatine,3,13224,39672,Bank Transfer
110,2024-01-28,382,Musanze,Creatine Monohydrate,Creatine,2,21536,43072,Bank Transfer
111,2024-05-14,228,Huye,PreWorkout X,Pre-Workout,4,28259,113036,Cash
112,2024-07-19,319,Rubavu,Optimum Nutrition Creatine,Creatine,1,15797,15797,Cash
113,2024-11-23,117,Rubavu,Creatine Monohydrate,Creatine,2,15109,30218,Card
114,2024-09-24,72,Kigali,Optimum Nutrition Creatine,Creatine,2,31847,63694,Card
115,2024-02-02,209,Huye,Creatine Monohydrate,Creatine,3,30172,90516,Card
116,2024-02-17,320,Huye,Optimum Nutrition Creatine,Creatine,4,34849,139396,Card
117,2024-03-02,95,Musanze,Creatine Monohydrate,Creatine,2,27773,55546,Bank Transfer
118,2024-08-03,301,Huye,Optimum Nutrition Creatine,Creatine,2,16154,32308,Card
119,2024-10-19,102,Kigali,Whey Protein,Whey,1,28427,28427,Mobile Money
120,2024-04-08,214,Huye,Creatine Monohydrate,Creatine,1,27162,27162,Card
121,2024-06-20,41,Huye,Whey Protein,Whey,3,23399,70197,Card
122,2024-12-25,377,Kigali,Creatine Monohydrate,Creatine,1,16731,16731,Bank Transfer
123,2024-08-01,80,Musanze,Optimum Nutrition Creatine,Creatine,2,15791,31582,Card
124,2024-02-04,161,Rubavu,Optimum Nutrition Creatine,Creatine,2,26019,52038,Cash
125,2024-08-14,242,Rubavu,Optimum Nutrition Creatine,Creatine,2,19127,38254,Card
126,2024-04-10,2,Kigali,Creatine Monohydrate,Creatine,4,34416,137664,Card
127,2024-05-10,77,Kigali,PreWorkout X,Pre-Workout,1,24056,24056,Cash
128,2024-09-13,103,Rubavu,Whey Protein,Whey,4,-34217,-136868,Bank Transfer
129,2024-01-05,359,Rubavu,Creatine Monohydrate,Creatine,2,25525,51050,Mobile Money
130,2024-08-05,122,Huye,Creatine Monohydrate,Creatine,2,28093,56186,Cash
131,2024-09-11,106,Rwamagana,Vitamins Complex,Vitamins,2,13041,26082,Cash
132,2024-12-24,317,Huye,PreWorkout X,Pre-Workout,3,28279,84837,Bank Transfer
133,2024-10-09,390,Rubavu,Whey Protein,Whey,3,27018,81054,Cash
134,2024-07-25,73,Kigali,Optimum Nutrition Creatine,Creatine,1,16917,16917,Cash
135,2024-01-15,370,Rwamagana,PreWorkout X,Pre-Workout,3,10552,31656,Cash
136,2024-12-11,328,Musanze,PreWorkout X,Pre-Workout,4,31767,127068,Bank Transfer
137,2024-02-11,84,Rubavu,Optimum Nutrition Creatine,Creatine,2,13389,26778,Card
138,2024-06-27,383,Rubavu,Optimum Nutrition Creatine,Creatine,2,34826,69652,Mobile Money
139,2024-03-03,84,Kigali,Creatine Monohydrate,Creatine,3,10458,31374,Bank Transfer
140,2024-12-17,390,Musanze,Whey Protein,Whey,4,10899,43596,Mobile Money
141,2024-08-18,383,Rubavu,Optimum Nutrition Creatine,Creatine,2,26405,52810,Bank Transfer
142,2024-08-28,297,Rubavu,Creatine Monohydrate,Creatine,3,33678,101034,Bank Transfer
143,2024-02-21,12,Musanze,Energy Extreme,Energy,4,14109,56436,Cash
144,2024-04-05,397,Musanze,Creatine Monohydrate,Creatine,3,21787,65361,Bank Transfer
145,2024-08-09,243,Huye,Whey Protein,Whey,1,23612,23612,Cash
146,2024-08-18,238,Musanze,PreWorkout X,Pre-Workout,2,30022,60044,Bank Transfer
147,2024-08-24,392,Musanze,Whey Protein,Whey,4,14780,59120,Mobile Money
148,2024-05-22,309,Rwamagana,Vitamins Complex,Vitamins,1,21894,21894,Bank Transfer
149,2024-06-19,300,Rubavu,PreWorkout X,Pre-Workout,3,26690,80070,Bank Transfer
150,2024-01-29,211,Rubavu,Vitamins Complex,Vitamins,2,20181,40362,Card
151,2024-02-05,352,Rwamagana,PreWorkout X,Pre-Workout,2,14644,29288,Bank Transfer
152,2024-01-13,59,Huye,Energy Extreme,Energy,4,12920,51680,Cash
153,2024-06-08,243,Musanze,Optimum Nutrition Creatine,Creatine,3,24025,72075,Mobile Money
154,2024-11-22,93,Rubavu,Energy Extreme,Energy,3,22732,68196,Mobile Money
155,2024-07-05,207,Huye,Vitamins Complex,Vitamins,2,32462,64924,Bank Transfer
156,2024-08-30,213,Musanze,Vitamins Complex,Vitamins,1,17005,17005,Bank Transfer
157,2024-03-26,24,Huye,Creatine Monohydrate,Creatine,3,10956,32868,Mobile Money
158,2024-10-10,4,Rwamagana,Vitamins Complex,Vitamins,4,25140,100560,Cash
159,2024-03-06,20,Kigali,PreWorkout X,Pre-Workout,4,13453,53812,Cash
160,2024-06-18,50,Kigali,Creatine Monohydrate,Creatine,4,16295,65180,Bank Transfer
161,2024-02-14,96,Musanze,Optimum Nutrition Creatine,Creatine,1,25282,25282,Bank Transfer
162,2024-03-02,250,Musanze,PreWorkout X,Pre-Workout,1,16563,16563,Cash
163,2024-05-13,228,Musanze,Vitamins Complex,Vitamins,1,32015,32015,Bank Transfer
164,2024-10-10,262,Kigali,PreWorkout X,Pre-Workout,2,21171,42342,Mobile Money
165,2024-01-28,243,Huye,Creatine Monohydrate,Creatine,3,22201,66603,Bank Transfer
166,2024-04-17,246,Rwamagana,Vitamins Complex,Vitamins,3,22473,67419,Card
167,2024-02-13,237,Kigali,PreWorkout X,Pre-Workout,1,30098,30098,Cash
168,2024-12-05,225,Kigali,Vitamins Complex,Vitamins,2,29342,58684,Card
169,2024-10-12,100,Rubavu,Optimum Nutrition Creatine,Creatine,3,29975,89925,Bank Transfer
170,2024-11-26,87,Musanze,Vitamins Complex,Vitamins,4,22765,91060,Bank Transfer
171,2024-05-07,14,Musanze,PreWorkout X,Pre-Workout,2,19131,38262,Mobile Money
172,2024-12-13,375,Rubavu,Vitamins Complex,Vitamins,2,26385,52770,Mobile Money
173,2024-08-18,41,Kigali,Optimum Nutrition Creatine,Creatine,1,22197,22197,Card
174,2024-07-08,316,Musanze,Whey Protein,Whey,2,27909,55818,Cash
175,2024-08-12,14,Rwamagana,Whey Protein,Whey,1,11646,11646,Mobile Money
176,2024-10-09,84,Musanze,Energy Extreme,Energy,4,12278,49112,Cash
177,2024-04-30,326,Huye,Optimum Nutrition Creatine,Creatine,2,13814,27628,Card
178,2024-04-25,66,Rwamagana,Vitamins Complex,Vitamins,1,34603,34603,Bank Transfer
179,2024-08-20,164,Kigali,Vitamins Complex,Vitamins,3,30740,92220,Card
180,2024-09-15,303,Rubavu,Vitamins Complex,Vitamins,1,33446,33446,Mobile Money
181,2024-12-24,10,Kigali,Vitamins Complex,Vitamins,3,29850,89550,Bank Transfer
182,2024-07-16,270,Kigali,Energy Extreme,Energy,3,10629,31887,Cash
183,2024-05-16,266,Huye,Energy Extreme,Energy,4,15724,62896,Card
184,2024-11-13,361,Rwamagana,Energy Extreme,Energy,4,23149,92596,Mobile Money
185,2024-06-13,276,Rubavu,Vitamins Complex,Vitamins,1,16276,16276,Card
186,2024-08-12,1,Rwamagana,Optimum Nutrition Creatine,Creatine,4,23994,95976,Card
187,2024-11-02,374,Kigali,Whey Protein,Whey,1,26959,26959,Cash
188,2024-08-21,121,Musanze,Whey Protein,Whey,4,19499,77996,Cash
189,2024-06-20,175,Rwamagana,Creatine Monohydrate,Creatine,3,32436,97308,Mobile Money
190,2024-05-31,165,Huye,Energy Extreme,Energy,1,25563,25563,Bank Transfer
191,2024-11-10,120,Musanze,Optimum Nutrition Creatine,Creatine,1,13568,13568,Cash
192,2024-06-08,156,Rwamagana,PreWorkout X,Pre-Workout,4,24135,96540,Card
193,2024-04-05,390,Musanze,PreWorkout X,Pre-Workout,3,11742,35226,Mobile Money
194,2024-08-20,370,Kigali,Creatine Monohydrate,Creatine,4,27658,110632,Bank Transfer
195,2024-06-28,293,Rubavu,Creatine Monohydrate,Creatine,2,26001,52002,Cash
196,2024-04-22,285,Rubavu,Creatine Monohydrate,Creatine,4,10281,41124,Cash
197,2024-11-13,35,Rubavu,Creatine Monohydrate,Creatine,1,16262,16262,Bank Transfer
198,2024-02-21,245,Rubavu,PreWorkout X,Pre-Workout,2,20724,41448,Cash
199,2024-09-24,161,Kigali,Energy Extreme,Energy,0,16980,0,Cash
200,2024-10-21,12,Rubavu,Energy Extreme,Energy,1,11229,11229,Cash
201,2024-04-22,181,Rwamagana,Creatine Monohydrate,Creatine,2,18467,36934,Cash
202,2024-04-10,251,Rubavu,Vitamins Complex,Vitamins,2,11239,22478,Bank Transfer
203,2024-04-22,217,Huye,PreWorkout X,Pre-Workout,3,10125,30375,Mobile Money
204,2024-03-21,223,Rwamagana,Creatine Monohydrate,Creatine,2,25398,50796,Card
205,2024-07-05,178,Rwamagana,Energy Extreme,Energy,4,-16638,-66552,Bank Transfer
206,2024-04-22,294,Rwamagana,Optimum Nutrition Creatine,Creatine,3,17595,52785,Bank Transfer
207,2024-01-02,384,Rubavu,Creatine Monohydrate,Creatine,4,16294,65176,Mobile Money
208,2024-05-09,336,Kigali,Energy Extreme,Energy,2,22595,45190,Mobile Money
209,2024-08-07,380,Rwamagana,Optimum Nutrition Creatine,Creatine,2,20985,41970,Bank Transfer
210,2024-02-23,341,Rubavu,Optimum Nutrition Creatine,Creatine,3,33559,100677,Bank Transfer
211,2024-12-08,264,Kigali,Vitamins Complex,Vitamins,1,19206,19206,Cash
212,2024-08-11,358,Huye,PreWorkout X,Pre-Workout,1,17519,17519,Cash
213,2024-08-12,175,Rubavu,Whey Protein,Whey,1,22373,22373,Cash
214,2024-05-05,311,Rubavu,Energy Extreme,Energy,2,25552,51104,Mobile Money
215,2024-05-09,114,Musanze,Energy Extreme,Energy,3,-25577,-76731,Mobile Money
216,2024-02-22,26,Musanze,PreWorkout X,Pre-Workout,2,25504,51008,Card
217,2024-06-20,232,Rubavu,Optimum Nutrition Creatine,Creatine,4,10302,41208,Card
218,2024-08-05,328,Kigali,Vitamins Complex,Vitamins,1,27370,27370,Mobile Money
219,2024-06-08,289,Kigali,Energy Extreme,Energy,1,31293,31293,Bank Transfer
220,2024-07-16,142,Musanze,PreWorkout X,Pre-Workout,1,23598,23598,Card
221,2024-09-03,69,Rubavu,Vitamins Complex,Vitamins,1,19519,19519,Mobile Money
222,2024-11-19,220,Kigali,Optimum Nutrition Creatine,Creatine,1,21865,21865,Mobile Money
223,2024-07-21,192,Rwamagana,Whey Protein,Whey,2,15105,30210,Mobile Money
224,2024-07-02,73,Kigali,Energy Extreme,Energy,2,26958,53916,Bank Transfer
225,2024-05-02,89,Kigali,Creatine Monohydrate,Creatine,1,17848,17848,Card
226,2024-09-11,73,Rubavu,Creatine Monohydrate,Creatine,4,16924,67696,Card
227,2024-10-20,324,Kigali,PreWorkout X,Pre-Workout,1,29614,29614,Bank Transfer
228,2024-10-06,102,Rubavu,Optimum Nutrition Creatine,Creatine,2,25740,51480,Mobile Money
229,2024-11-20,102,Huye,Optimum Nutrition Creatine,Creatine,2,11667,23334,Cash
230,2024-04-07,82,Musanze,Optimum Nutrition Creatine,Creatine,3,13553,40659,Bank Transfer
231,2024-07-16,279,Huye,Optimum Nutrition Creatine,Creatine,1,11000,11000,Card
232,2024-08-27,331,Rubavu,PreWorkout X,Pre-Workout,3,27772,83316,Card
233,2024-05-23,310,Huye,Optimum Nutrition Creatine,Creatine,1,11367,11367,Cash
234,2024-04-06,143,Rubavu,Whey Protein,Whey,3,29156,87468,Card
235,2024-07-19,143,Kigali,Optimum Nutrition Creatine,Creatine,1,14806,14806,Card
236,2024-05-03,316,Musanze,Vitamins Complex,Vitamins,1,22178,22178,Mobile Money
237,2024-07-05,305,Kigali,PreWorkout X,Pre-Workout,1,15592,15592,Cash
238,2024-11-21,102,Rwamagana,Creatine Monohydrate,Creatine,4,32443,129772,Bank Transfer
239,2024-12-14,355,Rubavu,Whey Protein,Whey,2,21530,43060,Card
240,2024-09-15,330,Huye,Creatine Monohydrate,Creatine,4,33501,134004,Bank Transfer
241,2024-05-27,265,Rwamagana,Vitamins Complex,Vitamins,2,12989,25978,Mobile Money
242,2024-09-08,282,Rwamagana,Whey Protein,Whey,3,32612,97836,Mobile Money
243,2024-12-11,117,Huye,Creatine Monohydrate,Creatine,4,12863,51452,Cash
244,2024-05-26,153,Rubavu,Creatine Monohydrate,Creatine,1,11177,11177,Cash
245,2024-05-27,304,Rwamagana,Vitamins Complex,Vitamins,4,31636,126544,Bank Transfer
246,2024-12-17,228,Musanze,Whey Protein,Whey,1,21563,21563,Bank Transfer
247,2024-07-17,343,Huye,PreWorkout X,Pre-Workout,3,18234,54702,Mobile Money
248,2024-11-03,364,Rubavu,Creatine Monohydrate,Creatine,2,-26173,-52346,Mobile Money
249,2024-05-07,21,Rwamagana,Energy Extreme,Energy,3,16570,49710,Card
250,2024-02-08,336,Kigali,Whey Protein,Whey,3,19206,57618,Cash
251,2024-12-03,399,Musanze,Whey Protein,Whey,3,31627,94881,Cash
252,2024-12-25,51,Kigali,Whey Protein,Whey,1,18906,18906,Card
253,2024-05-08,277,Musanze,Vitamins Complex,Vitamins,3,22611,67833,Mobile Money
254,2024-09-23,290,Rwamagana,Whey Protein,Whey,1,14882,14882,Bank Transfer
255,2024-05-30,373,Rwamagana,Whey Protein,Whey,2,16012,32024,Bank Transfer
256,2024-10-24,157,Kigali,Vitamins Complex,Vitamins,4,13610,54440,Card
257,2024-04-08,291,Huye,Optimum Nutrition Creatine,Creatine,3,23467,70401,Card
258,2024-09-19,106,Rubavu,PreWorkout X,Pre-Workout,4,33695,134780,Mobile Money
259,2024-09-08,2,Rwamagana,Energy Extreme,Energy,4,19873,79492,Mobile Money
260,2024-05-23,132,Rubavu,Whey Protein,Whey,1,20828,20828,Card
261,2024-12-11,263,Huye,PreWorkout X,Pre-Workout,2,30829,61658,Card
262,2024-04-21,74,Kigali,PreWorkout X,Pre-Workout,3,21371,64113,Card
263,2024-02-29,159,Kigali,Vitamins Complex,Vitamins,3,-17052,-51156,Mobile Money
264,2024-01-02,312,Huye,Creatine Monohydrate,Creatine,3,33486,100458,Card
265,2024-10-30,298,Kigali,PreWorkout X,Pre-Workout,1,34489,34489,Card
266,2024-09-10,84,Musanze,Optimum Nutrition Creatine,Creatine,4,34611,138444,Mobile Money
267,2024-05-19,263,Kigali,Vitamins Complex,Vitamins,4,22149,88596,Cash
268,2024-02-06,172,Musanze,Optimum Nutrition Creatine,Creatine,2,19600,39200,Card
269,2024-06-08,362,Rwamagana,Optimum Nutrition Creatine,Creatine,4,19900,79600,Mobile Money
270,2024-01-09,141,Rwamagana,Energy Extreme,Energy,3,21130,63390,Card
271,2024-08-20,277,Huye,Whey Protein,Whey,3,33669,101007,Card
272,2024-04-08,393,Rwamagana,Whey Protein,Whey,2,19435,38870,Card
273,2024-05-26,271,Rwamagana,Creatine Monohydrate,Creatine,2,14616,29232,Mobile Money
274,2024-10-30,121,Kigali,Whey Protein,Whey,2,20617,41234,Bank Transfer
275,2024-07-26,208,Rwamagana,Optimum Nutrition Creatine,Creatine,1,16295,16295,Mobile Money
276,2024-05-10,347,Huye,Whey Protein,Whey,1,13225,13225,Cash
277,2024-05-31,50,Kigali,Creatine Monohydrate,Creatine,1,32083,32083,Bank Transfer
278,2024-02-23,100,Rwamagana,Energy Extreme,Energy,4,33058,132232,Card
279,2024-04-29,345,Rubavu,Vitamins Complex,Vitamins,4,13273,53092,Card
280,2024-06-09,164,Rubavu,Energy Extreme,Energy,2,15010,30020,Bank Transfer
281,2024-04-25,242,Musanze,Creatine Monohydrate,Creatine,2,-13040,-26080,Mobile Money
282,2024-03-15,108,Rubavu,PreWorkout X,Pre-Workout,1,26866,26866,Card
283,2024-04-22,149,Rwamagana,PreWorkout X,Pre-Workout,2,27014,54028,Cash
284,2024-04-13,293,Huye,Vitamins Complex,Vitamins,1,18853,18853,Cash
285,2024-12-05,160,Rwamagana,Optimum Nutrition Creatine,Creatine,3,10987,32961,Cash
286,2024-09-10,78,Kigali,Optimum Nutrition Creatine,Creatine,3,19160,57480,Bank Transfer
287,2024-08-14,254,Musanze,Creatine Monohydrate,Creatine,1,16652,16652,Card
288,2024-04-21,320,Rwamagana,Optimum Nutrition Creatine,Creatine,1,10769,10769,Mobile Money
289,2024-04-08,85,Musanze,Optimum Nutrition Creatine,Creatine,3,14358,43074,Cash
290,2024-06-01,167,Rwamagana,Whey Protein,Whey,2,33164,66328,Card
291,2024-12-14,280,Rubavu,Vitamins Complex,Vitamins,1,32986,32986,Mobile Money
292,2024-12-03,19,Musanze,Vitamins Complex,Vitamins,4,28733,114932,Card
293,2024-07-12,102,Huye,Creatine Monohydrate,Creatine,4,27625,110500,Cash
294,2024-11-05,36,Musanze,Creatine Monohydrate,Creatine,2,16764,33528,Card
295,2024-06-11,353,Kigali,Vitamins Complex,Vitamins,4,24052,96208,Mobile Money
296,2024-07-26,73,Rwamagana,Whey Protein,Whey,4,24210,96840,Cash
297,2024-06-17,379,Musanze,Creatine Monohydrate,Creatine,4,31856,127424,Bank Transfer
298,2024-06-09,196,Huye,PreWorkout X,Pre-Workout,2,12472,24944,Mobile Money
299,2024-03-08,316,Rwamagana,Vitamins Complex,Vitamins,1,16704,16704,Mobile Money
300,2024-10-15,5,Musanze,PreWorkout X,Pre-Workout,2,15051,30102,Cash
301,2024-10-03,160,Rubavu,PreWorkout X,Pre-Workout,4,13610,54440,Mobile Money
302,2024-10-30,200,Rubavu,Energy Extreme,Energy,1,33781,33781,Mobile Money
303,2024-05-14,300,Rwamagana,Vitamins Complex,Vitamins,2,18258,36516,Cash
304,2024-07-13,259,Musanze,Creatine Monohydrate,Creatine,1,22345,22345,Mobile Money
305,2024-05-07,215,Huye,Vitamins Complex,Vitamins,2,15249,30498,Card
306,2024-02-02,102,Rwamagana,Vitamins Complex,Vitamins,4,29201,116804,Card
307,2024-06-24,354,Rubavu,Optimum Nutrition Creatine,Creatine,1,30258,30258,Mobile Money
308,2024-01-22,116,Kigali,Whey Protein,Whey,3,24109,72327,Cash
309,2024-08-25,300,Rubavu,Optimum Nutrition Creatine,Creatine,4,10661,42644,Card
